"participant" "timestamp" "task"
16 97.4246 "listening"
16 101.041 "listening"
16 106.1241 "listening"
16 109.7239 "listening"
16 112.5737 "listening"
16 114.6737 "listening"
16 117.6901 "listening"
16 121.4233 "listening"
16 124.1565 "listening"
16 127.7563 "listening"
16 135.1226 "listening"
16 138.289 "listening"
16 142.6721 "listening"
16 145.9386 "listening"
16 158.0213 "listening"
16 165.9875 "listening"
16 175.1204 "listening"
16 178.9202 "listening"
16 180.5867 "listening"
16 183.9532 "listening"
16 187.5697 "listening"
16 193.6193 "listening"
16 204.602 "listening"
16 207.5686 "listening"
16 209.9518 "listening"
16 212.2517 "listening"
16 213.8348 "listening"
16 215.4348 "listening"
16 220.1512 "listening"
16 224.6843 "listening"
16 227.7675 "listening"
16 231.0173 "listening"
17 1.30790000000002 "performing"
17 1.90520000000015 "performing"
17 2.48580000000038 "performing"
17 2.93380000000025 "performing"
17 3.94680000000017 "performing"
17 4.29510000000005 "performing"
17 4.92570000000023 "performing"
17 5.73900000000003 "performing"
17 8.52660000000014 "performing"
17 9.3896000000002 "performing"
17 11.1488999999999 "performing"
17 12.0452000000002 "performing"
17 13.6385 "performing"
17 14.7833000000003 "performing"
17 15.7957000000001 "performing"
17 17.472 "performing"
17 18.5505000000001 "performing"
17 19.3634 "performing"
17 20.1434999999999 "performing"
17 20.5918000000004 "performing"
17 21.2556000000002 "performing"
17 22.1018999999999 "performing"
17 25.3712000000003 "performing"
17 26.6159 "performing"
17 27.2133999999999 "performing"
17 27.5948000000003 "performing"
17 28.2588000000003 "performing"
17 29.3542000000002 "performing"
17 31.4949999999999 "performing"
17 32.5736000000002 "performing"
17 33.3871000000001 "performing"
17 34.5321000000001 "performing"
17 35.1790000000001 "performing"
17 35.511 "performing"
17 36.7886000000001 "performing"
17 38.7636 "performing"
17 39.9252000000001 "performing"
17 40.5060000000001 "performing"
17 41.2362000000003 "performing"
17 45.2693000000004 "performing"
17 45.7505000000001 "performing"
17 47.9742000000001 "performing"
17 48.4218999999998 "performing"
17 49.6835000000001 "performing"
17 50.3638999999998 "performing"
17 53.1848000000002 "performing"
17 54.5792000000001 "performing"
17 55.4753000000003 "performing"
17 55.7903000000003 "performing"
17 57.6327000000001 "performing"
17 58.6782000000003 "performing"
17 60.769 "performing"
